stop_code,name,latitude,longitude
STOP_UDYOG_VIHAR_PHASE_II_III,Udyog Vihar Phase - II / III,28.4818,76.9921
STOP_UDYOG_VIHAR_PHASE_V,Udyog Vihar Phase - V,28.48,77.0043
STOP_RAM_CHOWK_DUNDAHERA,Ram Chowk Dundahera,28.469175,76.990825
STOP_HANUMAN_MANDIR_CHOWK,Hanuman Mandir Chowk,28.510753,77.074237
STOP_DUNDAHERA,Dundahera,28.517874,77.080475
STOP_SHANKAR_CHOWK_B_NH_48,Shankar Chowk (B) NH 48,28.452875,77.044075
STOP_AMBIENCE_MALL,Ambience Mall,28.450375,77.04745
STOP_DLF_PHASE_II_BLOCK_M_NH48,DLF Phase - II (Block M) - NH48,28.450475,77.05175
STOP_DLF_PHASE_II_BLOCK_L_NH48,DLF Phase - II (Block L) - NH48,28.4493,77.04095
STOP_STAR_MALL_NH_48,Star Mall - NH 48,28.451875,77.045175
STOP_SECTOR_31_NH_48,Sector - 31 NH 48,28.45,77.045
STOP_SECTOR_29,Sector - 29,28.465,77.066
STOP_SOUTH_CITY_1_SECTOR_29,South City 1 Sector - 29,28.465,77.066
STOP_SECTOR_29_30,Sector - 29/30,28.465,77.066
STOP_GYMKHANA_CLUB_SECTOR_29_30,Gymkhana Club Sector - 29/30,28.465,77.066
STOP_MANAGEMENT_DEVELOPMENT_INSTITUTE_IDC,Management Development Institute / IDC,28.4729504,77.0556251
STOP_SECTOR_4_7_OLD_RAILWAY_ROAD,Sector - 4/7 Old Railway Road,28.474494,77.017324
STOP_LAXMAN_VIHAR_ASHOK_VIHAR,Laxman Vihar Ashok Vihar,28.481279,77.014183
STOP_GURUGRAM_RAILWAY_ST_BUS_STOP,Gurugram Railway St Bus stop,28.439025,77.04055
STOP_SEC_29_POLICE_STATION,Sec 29 Police Station,28.467625,77.058475
STOP_SECTOR_55_56_METRO_STATION,Sector - 55/56 Metro Station,28.424,77.104
STOP_HARYANA_VIDYUT_PRASARAN_NIGAM,Haryana Vidyut Prasaran Nigam,28.455875,77.029675
STOP_CLUB_FLORANCE,Club Florance,28.44705,77.03535
STOP_RAJESH_PILOT_GUAJAR_CHOWK,Rajesh Pilot Guajar Chowk,28.460475,77.042225
STOP_PIONEER_PARK_SECTOR_61,Pioneer Park /Sector 61,28.41,77.085
STOP_ULLAHAWAS_VILLAGE_SECTOR_60_63,Ullahawas Village/ Sector-60/63,28.408,77.09
STOP_MEDAWAS_SEC_64_65,"Medawas, Sec- 64/65",28.4411,77.042525
STOP_BHUAPUR_SEC_64_65,"Bhuapur, Sec- 64/65",28.452975,77.03085
STOP_EMAAR_THE_PALM_SQUARE_VATIKA_PROFESSIONAL_POINT,Emaar/The Palm Square/Vatika Professional Point,28.439925,77.042225
STOP_ST_XAVIERS_SCHOOL,St. Xaviers School,28.45725,77.05045
STOP_NIRVANA_COUNTRY,Nirvana Country,28.456025,77.050275
STOP_SPLENDOR_TRADE_TOWER_HAVELLS,Splendor Trade Tower/Havells,28.438275,77.03135
STOP_SECTOR_57_CHOWK_SUSHANT_LOK_III_EXT,Sector - 57 Chowk / Sushant Lok-III Ext.,28.423,77.083
STOP_VISION_TOWER_SECTOR_62,Vision Tower Sector 62,28.407,77.088
STOP_RAJESH_PILOT_GURJAR_CHOWK,Rajesh Pilot Gurjar Chowk,28.45335,77.0537
STOP_HANUMAN_MANDIR_DUNDAHERA,Hanuman Mandir Dundahera,28.510753,77.074237
STOP_CANDOR_IT_SEZ_SECTOR_22,Candor IT SEZ Sector -22,28.508556,77.072792
STOP_SHREE_KRISHNA_CHOWK,Shree Krishna Chowk,28.506258,77.071051
STOP_PALAM_VIHAR_CHOWK,Palam Vihar Chowk,28.503545,77.068299
STOP_HSVP_MARKET_SECTOR22_MAJOR_SUSHIL_AIMA_MARG,"HSVP Market Sector22, Major (Sushil Aima Marg)",28.503,77.064
STOP_TAU_DEVI_LAL_PARK_MAJOR_SUSHIL_AIMA_MARG,"Tau Devi Lal Park, Major Sushil Aima Marg",28.5038709,77.056783
STOP_SECTOR_23_GATE_NO_1_23_A_MAJOR_SHUSHIL_AIMA_MARG,"Sector 23 Gate no 1 / 23(A), Major Shushil Aima Marg",28.5065114,77.0524322
STOP_SECTOR_23_GATE_NO_2_23_A_MAJOR_SHUSHIL_AIMA_MARG,"Sector 23 Gate no 2 / 23(A), Major Shushil Aima Marg",28.5081223,77.0479704
STOP_SECTOR_23_GATE_NO_3_23_A_MAJOR_SHUSHIL_AIMA_MARG,"Sector 23 Gate no 3 / 23(A), Major Shushil Aima Marg",28.508878,77.0456
STOP_REZANG_LA_CHOWK_MAJOR_SUSHIL_AIMA_MARG,"Rezang La Chowk, Major Sushil Aima Marg",28.50979,77.043006
STOP_COLUMBIA_ASIA_HOSPITAL,Columbia Asia Hospital,28.5089626,77.0408965
STOP_CARTERPURI_VILLAGE,Carterpuri Village,28.506693,77.039026
STOP_DHARAM_COLONY,Dharam Colony,28.467625,77.0542
STOP_KRISHNA_CHOWK_PALAM_VIHAR,Krishna Chowk Palam Vihar,28.50155,77.028313
STOP_PALAM_VIHAR_BLOCK_C1_ASHOK_VIHAR_PHASE_III_BLOCK_G_H_AND_J,"Palam Vihar Block C1/Ashok Vihar Phase III Block G,H and J",28.484875,77.00895
STOP_PARK_VIEW_RESIDENCY,Park View Residency,28.4972337,77.022325
STOP_ASHOK_VIHAR_PHASE_III_EXTENSION,Ashok Vihar Phase III Extension,28.459425,77.0501
STOP_ASHOK_VIHAR_PHASE_2_PETROL_PUMP,Ashok Vihar Phase 2 Petrol Pump,28.438075,77.048375
STOP_SECTOR_23_GATE_NO_3_23_A_MAJOR_SUSHIL_AIMA_MARG,"Sector 23 Gate no.3 / 23 (A), Major Sushil Aima Marg",28.50891,77.045081
STOP_SECTOR_23_GATE_NO_2_23_A_MAJOR_SUSHIL_AIMA_MARG,"Sector 23 Gate no.2 / 23 (A), Major Sushil Aima Marg",28.5081223,77.0479704
STOP_SECTOR_23_GATE_NO_1_23_A_MAJOR_SUSHIL_AIMA_MARG,"Sector 23 Gate no.1 / 23 (A), Major Sushil Aima Marg",28.5065114,77.0524322
STOP_UDYOG_VIHAR_PHASE_IV,Udyog Vihar Phase- IV,28.4805,77.0047
STOP_CSD_UDYOG_VIHAR,CSD Udyog Vihar,28.488,76.991625
STOP_UDYOG_VIHAR_PHASE_IV_A,Udyog Vihar Phase - IV (A),28.48485,76.9965
STOP_FORTIS_MEMORIAL_RESEARCH_INSTITUTE_SEC_43,Fortis Memorial Research Institute/Sec-43,28.455,77.071
STOP_SEC_43_SEC_44A,Sec-43/Sec-44A,28.454,77.076
STOP_SEC_43_SEC_44B,Sec-43/Sec-44B,28.452,77.078
STOP_SEC_43_SUSHANT_LOK_BLOCK_C_KANHAI_VILLAGE,Sec-43 Sushant Lok Block C/Kanhai Village,28.45,77.074
STOP_ARDEE_CITY_WAZIRABAD,Ardee City/ Wazirabad,28.438,77.08
STOP_AMBEDKAR_CHOWK_INDRA_COLONY,Ambedkar Chowk/ Indra Colony,28.445,77.078
STOP_SAMASPUR_T_POINT,Samaspur T- Point,28.422,77.076
STOP_MAYFIELD_GARDEN,Mayfield Garden,28.42834,77.05879
STOP_GOOD_EARTH,Good Earth,28.425,77.059
STOP_PARK_HOSPITAL,Park Hospital,28.412,77.053
STOP_POLICE_CHOWKI_BHONDSI,Police Chowki Bhondsi,28.39,77.049
STOP_GHAMROJ,Ghamroj,28.304,77.039
STOP_ALIPUR,Alipur,28.29,77.013
STOP_DHUNELA,Dhunela,28.29,77.033
STOP_BAND_COLONY_CHUNGI_NO_1,Band Colony/Chungi No. 1,28.305,77.02
STOP_RAGHAV_VATIKA_CIVIL_HOSPITAL_DAMDAM_LAKE_MODE_CHILLED_POINT,Raghav Vatika/Civil Hospital/Damdam lake Mode/Chilled Point,28.27,77.06
STOP_SOHNA_BUS_STAND,Sohna Bus Stand,28.247,77.066
STOP_RAGHAV_VATIKA_CIVIL_HOSPITAL_DAMDAMA_LAKE_MODE_CHILLED_POINT,Raghav Vatika/Civil Hospital/Damdama Lake Mode/Chilled Point,28.27,77.06
STOP_ARDEE_CITY_SECTOR_52_53,Ardee City Sector- 52-53,28.435,77.083
STOP_HOUSING_BOARD_COLONY_SEC_52_53,Housing Board Colony Sec 52-53,28.443,77.086
STOP_WAZIRABAD,Wazirabad,28.425,77.088
STOP_AVIATION_HEIGHTS,Aviation Heights,28.421,77.086
STOP_TAU_DEVILAL_BIODIVERSITY_PARK,Tau Devilal Biodiversity Park,28.42,77.087
STOP_SECTOR_57,Sector- 57,28.423,77.083
STOP_SECTOR_51,Sector - 51,28.421,77.066
STOP_TIGRA_VILLAGE_CHOWK_SEC_51_GURUGRAM_UNIVERSITY,Tigra Village Chowk/Sec-51/Gurugram University,28.413,77.071
STOP_LOTUS_VALLY_INTERNATIONAL_SCHOOL_SECTOR_50,Lotus Vally International School/Sector- 50,28.414,77.056
STOP_BUSINESS_ZONE_SECTOR_50,Business Zone Sector- 50,28.414,77.062
STOP_SIGNUM_107_SECTOR_107,Signum 107 / Sector -107,28.45,76.991
STOP_SHAHEED_BHAGAT_SINGH_SAMARAK_DHARAMPUR,Shaheed Bhagat Singh Samarak Dharampur,28.469,76.987
STOP_DHARAMPUR_HDFC_BANK_SECTOR_108,Dharampur HDFC Bank / Sector- 108,28.475,76.99
STOP_DHARAMPUR_CHOWK,Dharampur Chowk,28.472,76.989
STOP_PLAZA_MALL,Plaza Mall,28.473,77.007
STOP_DAULATABAD_VILLAGE,Daulatabad Village,28.50014,76.994632
STOP_GOVT_SENIOR_SECONDARY_SCHOOL_DAULATABAD,Govt. Senior Secondary School Daulatabad,28.496358,76.9960273
STOP_DWARKA_EXP_CHOWK_B_DAULTABAD,Dwarka Exp Chowk B Daultabad,28.493206,76.998696
STOP_RAJENDRA_PARK,Rajendra Park,28.5,76.987
STOP_NEW_PALAM_VIHAR_PHASE_III,New Palam Vihar Phase III,28.510924,76.998847
STOP_ECHS_SECTOR_49,ECHS Sector - 49,28.42,77.043
STOP_TATA_PRIMANTI_SECTOR_SPAZE_PALAZO_69,Tata Primanti Sector/Spaze Palazo- 69,28.392,77.059
STOP_POWER_GRID_SECTOR_69,Power Grid Sector- 69,28.389,77.063
STOP_TULIP_CHOWK_SPAZE_CORPORATE_PARK_SECTOR_69,Tulip Chowk/ Spaze Corporate Park Sector- 69,28.391,77.067
STOP_ELAN_MALL_SECTOR_69_70,Elan Mall Sector - 69 / 70,28.392,77.053
STOP_SECTOR_69_70_CHOWK,Sector -69/70 Chowk,28.394,77.054
STOP_PAREENA_MICASA_SECTOR_68,Pareena Micasa Sector - 68,28.385,77.057
STOP_SECTOR_12_CHOWK,Sector 12 Chowk,28.471438,77.034111
STOP_RAJEEV_NAGAR_CHOWK,Rajeev Nagar chowk,28.462,77.036
STOP_COSMOS_EXECUTIVE_APARTMENT,Cosmos Executive Apartment,28.462,77.052
STOP_RAM_MANDIR_PALAM_VIHAR,Ram Mandir Palam Vihar,28.501,77.057
STOP_DEVINDER_VIHAR_SECTOR_56,"Devinder Vihar, Sector - 56",28.421,77.1
STOP_SUSHANT_LOK_III_SEC_56_57,Sushant Lok III - Sec 56/57,28.422,77.097
STOP_HONG_KONG_BAZAAR,Hong Kong Bazaar,28.417,77.099
STOP_ULLAHAWAS_VILLAGE_HBR_CHOWK,Ullahawas Village/ HBR Chowk,28.415,77.092
STOP_PARAS_TRINITY_SECTOR_63_60,"Paras Trinity, Sector - 63 / 60",28.405,77.087
STOP_KADARPUR_T_POINT,Kadarpur T-Point,28.4,77.083
STOP_PTC_KADARPUR,PTC Kadarpur,28.395,77.08
STOP_CRPF_CAMP_KADARPUR_GATE_NO_2,CRPF Camp Kadarpur Gate No. 2,28.392,77.079
STOP_KHANDSA_VILLAGE_FOB,Khandsa Village FOB,28.442,77.019
STOP_HSIIDC_SECTOR_34_35,HSIIDC Sector - 34/35,28.431,77.012
STOP_NARSINGHPUR_FOB,Narsinghpur FOB,28.433,77.016
STOP_DLF_CORPORATE_GREENS,DLF Corporate Greens,28.43,77.017
STOP_KEHRKI_DAULA_VILLAGE_NH_48,Kehrki Daula Village NH - 48,28.423,76.989
STOP_NEXT_VATIKA_CHOWK,Next Vatika Chowk,28.421,77.012
STOP_TOWN_SQUARE_MALL_SECTOR_82,"Town Square Mall , Sector - 82",28.385,76.989
STOP_GR_CHOWK,GR Chowk,28.387,76.995
STOP_SAPPHIRE_MALL_SECTOR_83,"Sapphire Mall , Sector - 83",28.383,76.991
STOP_ANSALS_HUB_SECTOR_83,Ansals Hub Sector - 83,28.382,76.988
STOP_CASA_BELLA,Casa Bella,28.38,76.989
STOP_MAPSKO_PARADISE_SECTOR_83,"Mapsko Paradise , Sector - 83",28.381,76.993
STOP_CIRCLE_3_SECTOR_83,"Circle - 3 , Sector - 83",28.382,76.995
STOP_CIRCLE_4_RAO_JAI_SINGH_CHOWK,"Circle - 4 , Rao Jai Singh Chowk",28.383,76.996
STOP_BADHA_VILLAGE_RELIANCE_MART,Badha Village / Reliance Mart,28.401,76.991
STOP_DADI_SATI_CHOWK,Dadi Sati Chowk,28.404,76.991
STOP_NTH_90_SECTOR_90,NTH - 90 / Sector - 90,28.397,77.001
STOP_RAO_BHARAT_SCHOOL_SECTOR_91,"Rao Bharat School , Sector - 91",28.401,77.002
STOP_NTH_91_SECTOR_91,NTH - 91 / Sector - 91,28.401,77.005
STOP_YADUVANSHI_SCHOOL_SECTOR_92_93,"Yaduvanshi School , Sector - 92/93",28.396,77.008
STOP_RAHEJA_HOUSING_SOCIETY_SECTOR_92_95,"Raheja Housing Society , Sector - 92/95",28.391,77.008
STOP_ANSAL_HEIGHTS_AWHO_SECTOR_92,"Ansal Heights / AWHO , Sector - 92",28.393,77.004
STOP_SARE_HOMES_SECTOR_92_95,"SARE Homes , Sector - 92/95",28.389,77.007
STOP_DHORKA_VILLAGE,Dhorka Village,28.419,76.975
STOP_BSNL_EXCHANGE_SECTOR_12,BSNL Exchange Sector -12,28.467765,77.037271
STOP_KENDRIYA_VIDYALAYA,Kendriya Vidyalaya,28.470945,77.039813
STOP_SANJAY_GRAM_SECTOR_14,Sanjay Gram / Sector - 14,28.47735,77.045664
STOP_LT_ATUL_KATARIA_CHOWK_B,Lt. Atul Kataria Chowk (B),28.474,77.036
STOP_SECTOR_17_18_OLD_DELHI_ROAD_A,Sector - 17/18 Old Delhi Road (A),28.488286,77.055267
STOP_SARHOL,Sarhol,28.49252,77.058861
STOP_MARUTI_UDYOG_GATE_2,Maruti Udyog Gate 2,28.498,77.065
STOP_MARUTI_UDYOG_GATE_1,Maruti Udyog Gate 1,28.497957,77.063449
STOP_GURGAON_ONE_APARTMENT,Gurgaon One Apartment,28.499957,77.065448
STOP_RAMPURA_CHOWK,Rampura Chowk,28.421,76.989
STOP_RESIDENTIAL_SECTOR_1_IMT_MANESAR,Residential Sector - 1 / IMT Manesar,28.365,76.94
STOP_IMT_CHOWK_TAU_DEVI_LAL_PARK,IMT Chowk / Tau Devi Lal Park,28.3631493,76.941485
STOP_HSIIDC_OFFICE_COMPLEX,HSIIDC OFFICE COMPLEX,28.365,76.944
STOP_NAHARPUR_MODE_T_POINT,Naharpur Mode T Point,28.426,77.025
STOP_LABOUR_CHOWK,Labour Chowk,28.448,77.027
STOP_BASKUSHLA,Baskushla,28.383,76.963
STOP_MARUTI_CIRCLE,Maruti Circle,28.363,76.951
STOP_ALIYAR_BANS_CHOWK,Aliyar Bans Chowk,28.359,76.948
STOP_MARUTI_GATE_NO_2,Maruti Gate No. 2,28.356,76.951
STOP_MARUTI_GATE_NO_4,Maruti Gate No. 4,28.354,76.945
STOP_DHANA_MODE,Dhana Mode,28.351,76.93
STOP_KIIT_MARUTI_KUNJ,KIIT Maruti Kunj,28.348,77.033
STOP_BHARAT_CHOWK_MARUTI_KUNJ,Bharat Chowk Maruti Kunj,28.347,77.035
STOP_MARUTI_KUNJ,Maruti Kunj,28.345,77.034
STOP_MONSOON_BREEZE_SECTOR_78,Monsoon Breeze Sector - 78,28.3686,76.966
STOP_NSG_GATE_NAURANGPUR_ROAD,"NSG Gate, Naurangpur Road",28.377,76.958
STOP_NAURANGPUR,Naurangpur,28.383,76.957
STOP_POLICE_LINE_MANESAR,Police Line Manesar,28.36,76.946
